customerID,proba_churn,label_pred
4094-NSEDU,0.7135857387508293,1
7526-BEZQB,0.713316997427867,1
3398-FSHON,0.7118178887684865,1
7379-POKDZ,0.7086771758271535,1
9208-OLGAQ,0.7066573610986208,1
1626-ERCMM,0.7043303067697394,1
0011-IGKFF,0.7024262621369689,1
5564-NEMQO,0.7021997809281045,1
3097-NQYSN,0.701197648613648,1
0702-PGIBZ,0.7009438793510203,1
3621-CEOVK,0.7006634088592,1
8875-AKBYH,0.7002674764160077,1
3295-YVUSR,0.6999729870337926,1
3765-JXVKY,0.6998772334830132,1
3030-YDNRM,0.6987465603440735,1
1195-OIYEJ,0.6968628494260063,1
8185-UPYBR,0.6965629572954476,1
5928-QLDHB,0.6961120177048047,1
2398-YPMUR,0.6950141986348282,1
7613-LLQFO,0.6949838577207759,1
0018-NYROU,0.6942293065608168,1
0680-DFNNY,0.6925011792686552,1
4283-FUTGF,0.6919039420597901,1
2260-USTRB,0.6868179196427111,1
4505-EXZHB,0.684689519642954,1
5054-IEXZT,0.6843661563282015,1
0689-NKYLF,0.6843075034890482,1
3138-BKYAV,0.6834097765645615,1
1184-PJVDB,0.6828628202795942,1
9189-JWSHV,0.6812141079100451,1
7903-CMPEY,0.6809617468655201,1
6087-MVHJH,0.6787882101204661,1
7120-RFMVS,0.6772295232944496,1
3957-LXOLK,0.6747214856802118,1
8010-EZLOU,0.6743236119557194,1
7145-FEJWU,0.6718590508531285,1
5609-CEBID,0.6705992030441208,1
6688-UZPWD,0.670068966929315,1
4143-OOBWZ,0.6680848018837192,1
1569-TTNYJ,0.6645870827391738,1
5382-SOYZL,0.6624208005066554,1
0875-CABNR,0.6620594183683062,1
3096-GKWEB,0.6619658364125935,1
5955-ERIHD,0.6616861573011674,1
0306-JAELE,0.6615435804507931,1
5380-AFSSK,0.6603638091548346,1
6379-RXJRQ,0.6596447490592061,1
5442-UTCVD,0.6586798090124286,1
2262-SLNVK,0.6579894141349794,1
5995-SNNEW,0.6566103041348574,1
2856-HYAPG,0.6560156602505287,1
4480-QQRHC,0.6553674750841244,1
6140-QNRQQ,0.6516716240934027,1
5442-BHQNG,0.6512748042180186,1
7028-DVOIQ,0.6505865156898067,1
2107-FBPTK,0.6491150570474773,1
6331-EWIEB,0.6477153763635968,1
4816-JBHOV,0.6475077054437133,1
3754-DXMRT,0.6467275162414496,1
4598-XLKNJ,0.6452828289877978,1
9355-NPPFS,0.6440390733564915,1
9025-AOMKI,0.6428180792287564,1
6319-IEJWJ,0.6388413452961872,1
8413-VONUO,0.6386985111332679,1
4873-ILOLJ,0.6385944341248703,1
6923-JHPMP,0.6373659287639236,1
1918-ZBFQJ,0.6355272196611832,1
3473-XIIIT,0.634674626607703,1
7479-NITWS,0.6326966939711858,1
5244-IRFIH,0.6313591789221702,1
7908-QCBCA,0.6307830630533708,1
2984-MIIZL,0.6289627579229959,1
3746-EUBYR,0.6288116088200486,1
3884-HCSWG,0.6273705362024025,1
4566-NECEV,0.6265693100585872,1
8861-HGGKB,0.6230320354720928,1
2612-RANWT,0.621542170958033,1
5673-FSSMF,0.6211575356428691,1
8630-FJLIB,0.6202385947095352,1
7703-ZEKEF,0.6201353895264093,1
3074-GQWYX,0.619998787277599,1
2739-CACDQ,0.6159543738944594,1
5216-WASFJ,0.6137739649734606,1
2154-KVJFF,0.6125058286766614,1
2079-FBMZK,0.6124054985281504,1
4853-OITSN,0.611948575575655,1
7932-WPTDS,0.6098726981127134,1
8625-AZYZY,0.609732594518108,1
9330-IJWIO,0.6094341952368421,1
8120-JDCAM,0.6093896149132819,1
0947-MUGVO,0.6067641782595375,1
9121-PHQSR,0.6063115087463349,1
4298-OYIFC,0.6049629007205808,1
9494-MRNYX,0.6047656416604059,1
3249-ZPQRG,0.6021048826387916,1
0812-WUPTB,0.6019503658336882,1
0027-KWYKW,0.6002712752117373,1
4484-CGXFK,0.5995825310674316,1
8854-CCVSQ,0.5991391230275374,1
6857-VWJDT,0.5982326028291611,1
4855-SNKMY,0.5981480000150597,1
1580-BMCMR,0.5968317648069578,1
5022-KVDQT,0.5954320706372374,1
5405-ZMYXQ,0.5949030959849926,1
9436-ZBZCT,0.5938986082868045,1
2091-RFFBA,0.5929400925656723,1
3640-PHQXK,0.5925311827626526,1
2696-NARTR,0.5912662954674444,1
2962-XPMCQ,0.5912457857897803,1
3427-GGZZI,0.5905760211196445,1
2114-MGINA,0.5904554907721452,1
4013-TLDHQ,0.5878256471650863,1
4123-DVHPH,0.5869705677249295,1
6137-NICCO,0.5856332978942045,1
8118-TJAFG,0.583089718941082,1
3753-TSEMP,0.5818794351861962,1
9828-AOQLM,0.5816640692610868,1
2504-DSHIH,0.5804672602123281,1
4132-KALRO,0.5802216679384748,1
4587-NUKOX,0.5801154809859302,1
3799-ISUZQ,0.5798282214040249,1
4361-JEIVL,0.579743533840174,1
3672-YITQD,0.5776583513780672,1
8981-FJGLA,0.574664963783398,1
8519-QJGJD,0.5741141124396333,1
5899-MQZZL,0.5734880252288599,1
5896-NPFWW,0.5731906257240406,1
1465-VINDH,0.5731443924899832,1
8104-OSKWT,0.5710304896954591,1
4369-HTUIF,0.5689367368037994,1
5914-DVBWJ,0.5688413286903423,1
0570-BFQHT,0.5673179232299359,1
8687-BAFGU,0.5668452240267119,1
8637-XJIVR,0.565403203995051,1
7978-DKUQH,0.5621095909877363,1
8040-MNRTF,0.562007209586508,1
8709-KRDVL,0.5618633154415125,1
4647-MUZON,0.5613593243708096,1
7562-UXTPG,0.5598043239817075,1
4110-PFEUZ,0.5596869122544391,1
7020-OZKXZ,0.5592386710995687,1
2468-SJFLM,0.5582963412640131,1
5899-OUVKV,0.5572028311500298,1
3798-EPWRR,0.5568954867885887,1
5760-IFJOZ,0.5559552779909616,1
5219-YIPTK,0.5557134798952359,1
0023-XUOPT,0.553906235239775,1
6645-MXQJT,0.5538498539053996,1
6352-TWCAU,0.5524996050516273,1
1976-CFOCS,0.5501045335808452,1
2018-PZKMU,0.5498330268333909,1
5590-BYNII,0.5483998216897785,1
4817-QRJSX,0.5456496153932084,1
4547-KQRTM,0.5450365387536863,1
0337-CNPZE,0.5448728236022008,1
7892-POOKP,0.5439809912790025,1
7714-YXSMB,0.5436100707715973,1
4512-ZUIYL,0.5435307480945042,1
0637-YLETY,0.5411733672258175,1
0115-TFERT,0.5411117610756147,1
0362-ZBZWJ,0.5406416124020911,1
1212-GLHMD,0.5399024923519994,1
9430-FRQOC,0.5392322745783684,1
7562-GSUHK,0.5387841620603173,1
7315-WYOAW,0.537421291337564,1
1406-PUQVY,0.5367747292571272,1
8486-AYEQH,0.5367659993737257,1
9851-QXEEQ,0.5367144512748948,1
9741-YLNTD,0.5355217003607473,1
4546-FOKWR,0.5353541768945914,1
2931-FSOHN,0.5326622012032627,1
3914-FDRHP,0.5313612292774806,1
1084-UQCHV,0.5305813638160146,1
0661-XEYAN,0.5299107524341699,1
1496-GGSUK,0.5297593326680481,1
7426-RHZGU,0.5296639718387263,1
7511-YMXVQ,0.5280915997616736,1
4690-PKDQG,0.5276476235695073,1
7321-PKUYW,0.5262693089140894,1
8563-OYMQY,0.5258846037125458,1
2722-JMONI,0.5249644899911072,1
4570-QHXHL,0.5248961731687884,1
5404-GGUKR,0.5233604121610854,1
2718-GAXQD,0.5224852166704648,1
3647-GMGDH,0.5220402908184835,1
4373-MAVJG,0.5194004934549517,1
4077-CROMM,0.5191835868421733,1
5183-SNMJQ,0.5187967337732782,1
9658-WYUFB,0.5184040724794666,1
5650-YLIBA,0.5174358410681634,1
6629-CZTTH,0.5143692740040178,1
9620-ENEJV,0.5134297780144109,1
7892-QVYKW,0.5117886478235255,1
7586-ZATGZ,0.5110103644757009,1
3269-ATYWD,0.5105799909013907,1
4289-DTDKW,0.5087016270796058,1
0141-YEAYS,0.5082482419054328,1
2636-OHFMN,0.5080516502219492,1
9274-UARKJ,0.507873600486312,1
1612-EOHDH,0.5074803568621846,1
9637-EIHEQ,0.5073900161438005,1
1660-HSOOQ,0.5066172832668434,1
9492-TOKRI,0.5059242889850266,1
2523-EWWZL,0.5052801160168643,1
8128-YVJRG,0.5045056236052139,1
3211-ILJTT,0.5025515581730446,1
6646-VRFOL,0.5022038432887188,1
9129-UXERG,0.5014960006861544,1
7567-ECMCM,0.499696617424369,1
5133-POWUA,0.49932061087875573,1
2832-KJCRD,0.4991635888120567,1
4013-UBXWQ,0.4987585141085318,1
2275-RBYQS,0.49871193213825854,1
4465-VDKIQ,0.49855908149667644,1
8950-MTZNV,0.49802713404895205,1
6651-AZVTJ,0.4978730362327347,1
6595-COKXZ,0.49726620850629855,1
2372-HWUHI,0.49649432490899875,1
9508-ILZDG,0.49578860943416164,1
1260-TTRXI,0.4939490504751324,1
9272-LSVYH,0.49327914469039086,1
5130-IEKQT,0.4927862604889495,1
5998-VVEJY,0.4926050852036318,1
3384-CTMSF,0.49224424811452944,1
5222-IMUKT,0.49217985391887026,1
7483-IQWIB,0.4915395066031366,1
9398-MMQTO,0.4903132630425005,1
9514-JDSKI,0.4895650195557554,1
4671-LXRDQ,0.4892253872596988,1
1932-UEDCX,0.48868698500051116,1
7786-WBJYI,0.4885514215861188,1
8642-GVWRF,0.48842840578005403,1
3278-FSIXX,0.4882399042657616,1
3926-CUQZX,0.4881033152312432,1
4847-QNOKA,0.48779857904076546,1
0374-IOEGQ,0.48736768045899775,1
4566-QVRRW,0.48647453513559447,1
5522-JBWMO,0.48613729666367134,1
1866-OBPNR,0.4860570596959752,1
0599-XNYDO,0.48545392790938013,1
4391-RESHN,0.484869375715128,1
8800-ZKRFW,0.4840723042471655,1
6518-LGAOV,0.48385720781839553,1
0666-UXTJO,0.4834125915627981,1
3969-GYXEL,0.4751013054145698,1
9058-CBREO,0.4741077251056442,1
0224-HJAPT,0.47319538814148165,1
9898-KZQDZ,0.4701525650844502,1
6907-FLBER,0.4695937146628958,1
9552-TGUZV,0.4694476976026947,1
7537-RBWEA,0.4679125969046818,1
0578-SKVMF,0.46717260517641035,1
4030-VPZBD,0.46685280862435496,1
3370-GQEAL,0.46646439827591824,1
9269-CQOOL,0.4661163178310283,1
4236-UJPWO,0.46537593037145586,1
8496-EJAUI,0.46406270713297093,1
4484-GLZOU,0.46338528855583155,1
2637-FKFSY,0.46134128486204534,1
9332-GYWLO,0.4609081551635323,1
3174-RKMOW,0.4605018242430634,1
7739-LAXOG,0.4597959717488303,1
2800-QQUSO,0.4591502099856532,1
3943-KDREE,0.4584540196207592,1
8155-IBNHG,0.4582690213087184,1
4729-XKASR,0.4568804329818052,1
5950-AAAGJ,0.45652885491432105,1
2969-QWUBZ,0.4560142436151625,1
5960-MVTUK,0.45551760495399474,1
5129-JLPIS,0.45463026744974255,1
5649-RXQTV,0.4505884065938857,1
6522-YRBXD,0.450315508075868,1
8429-XIBUM,0.4500890422010439,1
6204-IEUXJ,0.44948165728624606,1
9529-OFXHY,0.4490024204746157,1
1025-FALIX,0.448732172974916,1
5533-NHFRF,0.44858088913636635,1
9638-JIQYA,0.4469790527738118,1
5143-EGQFK,0.44438273190611116,1
7268-IGMFD,0.44346905004693155,1
9450-TRJUU,0.44337324613544693,1
3500-RMZLT,0.4433724099279891,1
3161-GETRM,0.4431170981266878,1
7159-FVYPK,0.44099667445919427,1
6135-OZQVA,0.43918289136953953,1
4238-JSSWH,0.4378161700285065,1
2921-XWDJH,0.4369015613566926,1
7240-FQLHE,0.4367000744088621,1
2933-FILNV,0.4361917560356857,1
0365-GXEZS,0.4361239990507328,1
6218-KNUBD,0.4358699549397535,1
3932-CMDTD,0.43465678386766404,1
6410-LEFEN,0.43428646678149174,1
0064-YIJGF,0.43402956186706304,1
7077-XJMET,0.43363291104793183,1
3097-NNSPB,0.4331913700435333,1
0641-EVBOJ,0.43087761264294916,1
7089-IVVAZ,0.4297848843343336,1
8272-ONJLV,0.42955479757835163,1
9921-QFQUL,0.4284204945597706,1
8824-RWFXJ,0.4284053250899548,1
9584-EXCDZ,0.4261440174870398,1
3583-KRKMD,0.425955819549163,1
4881-JVQOD,0.42583841350094886,1
3669-LVWZB,0.4235228784966291,1
2761-XECQW,0.42322466465406083,1
4553-DVPZG,0.4230357778581154,1
8887-IPQNC,0.42226319708648924,1
7929-DMBCV,0.42047751572341713,1
1228-ZLNBX,0.4201764970941414,1
0587-DMGBH,0.41963903194754393,0
9644-UMGQA,0.4188270675957841,0
0093-XWZFY,0.4174982333959476,0
7277-OZCGZ,0.4171991696142424,0
1208-NBVFH,0.41635026890007093,0
0533-BNWKF,0.4149844731406941,0
3791-LGQCY,0.4135534309905192,0
1518-VOWAV,0.41277897429653887,0
1689-MRZQR,0.4120795696687366,0
9793-WECQC,0.4117018741301452,0
7881-EVUAD,0.4116060468101022,0
9278-VZKCD,0.40844539525627843,0
4581-LNWUM,0.4083350818987159,0
7593-XFKDI,0.40767769542088317,0
0415-MOSGF,0.40488549683774905,0
2074-GUHPQ,0.40425762911222396,0
8806-EAGWC,0.4036305082919025,0
9667-TKTVZ,0.403105372682926,0
4391-LNRXK,0.4027985274741722,0
4109-CYRBD,0.40185480441144295,0
0324-BRPCJ,0.399780925793468,0
9029-FEGVJ,0.3985091931062691,0
6859-RKMZJ,0.3985033273994696,0
3669-OYSJI,0.3975945063172345,0
5424-RLQLC,0.39728428296210205,0
5977-CKHON,0.3971383118424188,0
7250-EQKIY,0.3963531795020842,0
7895-VONWT,0.3961485154611286,0
8384-FZBJK,0.39603515828198255,0
9643-YBLUR,0.39548021468063865,0
0778-NELLA,0.3935852085743136,0
2683-BPJSO,0.3933892922682397,0
6641-XRPSU,0.3920293512073318,0
3751-KTZEL,0.3912439353111747,0
0943-ZQPXH,0.39109474388851984,0
2873-ZLIWT,0.3882781485988463,0
4818-DRBQT,0.3865157554053186,0
8229-MYEJZ,0.38594284049482064,0
7579-OOPEC,0.3858442737323816,0
3733-LSYCE,0.384242068067064,0
4471-KXAUH,0.3811766743058224,0
7181-OQCUT,0.3804026016985772,0
4657-FWVFY,0.38015396018301395,0
2115-BFTIW,0.3794994400995748,0
9667-EQRXU,0.37921371409103394,0
9026-LHEVG,0.37484293372397726,0
6988-CJEYV,0.3745948946512764,0
0601-WZHJF,0.3739346319958303,0
1794-HBQTJ,0.3718785377257091,0
5099-BAILX,0.37168736294927834,0
0280-XJGEX,0.3711665663513931,0
9408-HRXRK,0.37032349249596097,0
7963-GQRMY,0.3685922238856474,0
1803-BGNBD,0.3685188320936675,0
6366-ZGQGL,0.3668417600014614,0
5697-GOMBF,0.3645819043463013,0
2101-RANCD,0.36411974445228007,0
4695-VADHF,0.36394717284790357,0
5939-XAIXZ,0.3632980481184974,0
0397-GZBBC,0.3621080316170054,0
1427-VERSM,0.36185627337712795,0
2432-TFSMK,0.3597483434564437,0
1928-BXYIV,0.35939638246372896,0
0804-XBFBV,0.35912403563493506,0
7547-EKNFS,0.35874706810748347,0
2538-OIMXF,0.35819785440947727,0
6288-LBEAR,0.35743587673375427,0
8676-OOQEJ,0.3561994122249715,0
8967-SZQAS,0.35521639841921643,0
5780-INQIK,0.3536820663656076,0
3683-QKIUE,0.3531692849110071,0
5600-PDUJF,0.3528014819775394,0
3932-IJWDZ,0.3526496184761877,0
2810-FTLEM,0.3519151528912067,0
5716-LIBJC,0.3502071071200818,0
5071-FBJFS,0.35013480216097836,0
4452-QIIEB,0.34994880221699354,0
3787-TRIAL,0.34968777714862415,0
3604-WLABM,0.34919774937335435,0
7851-FLGGQ,0.34849513203761406,0
8980-WQFWL,0.3483573977938611,0
0623-IIHUG,0.3462693327234385,0
9940-HPQPG,0.3456301686748288,0
3466-RITXD,0.344172090358334,0
3521-SYVOR,0.34250548942522185,0
3804-RVTGV,0.341333532349608,0
7501-VTYLJ,0.34041752086721627,0
2014-MKGMH,0.3399452580114036,0
1996-DBMUS,0.3392515842471685,0
3058-WQDRE,0.3381193854861247,0
8751-EDEKA,0.33523115845390106,0
6845-RGTYS,0.330523290874451,0
3976-BWUCK,0.33040286156068016,0
3466-WAESX,0.3300118583413876,0
0929-PECLO,0.329986912449526,0
1575-KRZZE,0.32774870793461564,0
8065-BVEPF,0.3267640865338004,0
3692-JHONH,0.3250696045766318,0
3005-TYFRD,0.3233856145921491,0
9108-EJFJP,0.32336666645278944,0
4130-MZLCC,0.32279314990183633,0
5055-MGMGF,0.321568462129609,0
3898-GUYTS,0.32131568601756333,0
6599-GZWCM,0.31916347243460547,0
3043-TYBNO,0.319136075328928,0
4459-BBGHE,0.31758777293939955,0
6771-XWBDM,0.3165367727308608,0
9505-SQFSW,0.31463617389743476,0
0618-XWMSS,0.31452790250406204,0
0178-SZBHO,0.3138034635653554,0
2433-KMEAS,0.3132251224573491,0
2615-YVMYX,0.31222318032656365,0
9381-NDKME,0.31179142942127525,0
1329-VHWNP,0.31167996325667185,0
1685-VAYJF,0.3114132206748403,0
8761-NSOBC,0.3106578878969398,0
0481-SUMCB,0.30968916507515526,0
3521-MNKLV,0.30868667464024624,0
5131-PONJI,0.306807774404865,0
4250-WAROZ,0.3053103259227206,0
5445-GLVOT,0.30340122981294587,0
0080-OROZO,0.30300065200257753,0
6483-OATDN,0.30283710664336666,0
2604-XVDAM,0.30199569235269796,0
1956-YIFGE,0.30151468104976226,0
3780-DDGSE,0.3013775351931476,0
5156-UMKOW,0.30129007184290946,0
2403-BCASL,0.3009180822783243,0
4827-USJHP,0.29941147800102,0
7975-TZMLR,0.2984204323436055,0
3143-ILDAL,0.2976297205605817,0
2684-EIWEO,0.2964523572141035,0
6629-LADHQ,0.2950173294237699,0
2043-WVTQJ,0.29265453662762425,0
1816-FLZDK,0.29180328729712535,0
3162-ZJZFU,0.29148458390893833,0
7426-WEIJX,0.2876035022718163,0
8992-OBVDG,0.28698249461630854,0
6633-SYEUS,0.2865800371193704,0
6614-VBEGU,0.28596734460197293,0
5816-QVHRX,0.2858746477426127,0
7776-QGYJC,0.283905966461083,0
5527-ACHSO,0.28285800205318845,0
6362-QHAFM,0.28112292957316964,0
5394-SVGJV,0.2808373154016839,0
8812-ZRHFP,0.2783646745763125,0
7530-HDYDS,0.2783019843016029,0
5628-RKIFK,0.27789899407598884,0
2632-UCGVD,0.27733552338483064,0
4176-FXYBO,0.27554231700858706,0
7909-FIOIY,0.27420406186426427,0
9763-GRSKD,0.26952234114774387,0
2011-TRQYE,0.2688698250565674,0
5336-UFNZP,0.2684116215275195,0
5639-NTUPK,0.2678150710619727,0
8329-GWVPJ,0.26751738302810885,0
5035-PGZXH,0.26575150018280624,0
6664-FPDAC,0.26397697494947103,0
9881-VCZEP,0.26211504989398476,0
2474-LCNUE,0.26167575171009727,0
1432-FPAXX,0.2616184127365072,0
1410-RSCMR,0.2596377889994805,0
8677-HDZEE,0.2589497292371552,0
0060-FUALY,0.2587876215738241,0
2305-MRGLV,0.25760429631480575,0
5149-TGWDZ,0.2573828757975694,0
6952-OMNWB,0.2560617298170618,0
8421-WZOOW,0.2547279482307506,0
5088-QZLRL,0.2541598337416948,0
4232-JGKIY,0.25248912895974424,0
4937-QPZPO,0.2518399957641281,0
5243-SAOTC,0.2517555563061517,0
3982-XWFZQ,0.2516009381527353,0
6818-WOBHJ,0.250668734491687,0
5553-AOINX,0.24899629978118681,0
8976-OQHGT,0.24870746440997332,0
9500-LTVBP,0.24806266321647383,0
5996-DAOQL,0.247240591177775,0
8073-IJDCM,0.2470710459368625,0
1552-AAGRX,0.24596974655368734,0
0843-WTBXE,0.24546198170833744,0
7446-YPODE,0.24524058841835603,0
6497-TILVL,0.24343326860814546,0
3090-LETTY,0.24268135965856924,0
1493-AMTIE,0.23935600445059527,0
3807-XHCJH,0.2388885292928009,0
9912-OMZDS,0.23869549693250539,0
6807-SIWJI,0.2386765072651129,0
1098-TDVUQ,0.23830962384996615,0
3679-XASPY,0.2382830494775488,0
9142-KZXOP,0.237519226214656,0
1935-IMVBB,0.23659042756501739,0
9158-VCTQB,0.23570538143691883,0
4070-OKWVH,0.23552243855176286,0
6300-BWMJX,0.23413076056875454,0
4310-KEDTB,0.23364247943377686,0
2886-KEFUM,0.23264643155314596,0
9629-NHXFW,0.2318563782302887,0
1423-BMPBQ,0.23142644718827418,0
5542-DHSXL,0.23101024617733112,0
6773-LQTVT,0.23067973227031696,0
6624-JDRDS,0.2280754163597122,0
4486-EFAEB,0.227236880075066,0
3221-CJMSG,0.22620068672217392,0
9350-VLHMB,0.22614825375722664,0
6959-GQEGV,0.22508170040951642,0
0463-WZZKO,0.22483772579342456,0
5028-HTLJB,0.22382723571901203,0
6067-NGCEU,0.22382354164719173,0
7129-AZJDE,0.22374965387741538,0
3070-BDOQC,0.22366306212492618,0
5206-HPJKM,0.2235827175002781,0
2929-QNSRW,0.22280402525189777,0
2806-MLNTI,0.22271960369971705,0
3570-YUEKJ,0.22188123425610548,0
8033-ATFAS,0.2209867958606623,0
1356-MKYSK,0.22087277047133086,0
9069-LGEUL,0.22086887992199258,0
9795-VOWON,0.21967985216870814,0
6199-IWKGC,0.21899546502164954,0
2533-TIBIX,0.21842705871405904,0
6549-YMFAW,0.2171675546577792,0
0909-SDHNU,0.21601961059575792,0
0691-NIKRI,0.21579767549378595,0
5287-QWLKY,0.2146539625970784,0
5876-HZVZM,0.2137222556133259,0
3948-FVVRP,0.21372070702425244,0
7854-EDSSA,0.21251115458894518,0
1585-MQSSU,0.21205555984788318,0
6231-WFGFH,0.21059822359300173,0
8267-ZNYVZ,0.2096314447988366,0
2530-FMFXO,0.2094600935849718,0
0899-WZRSD,0.2092743063647579,0
9835-ZIITK,0.20915440881546635,0
6804-GDMOI,0.20831828811841765,0
4079-VTGLK,0.20827144661069977,0
3638-DIMPH,0.20804589784191602,0
5443-SCMKX,0.2077278305536015,0
3948-XHGNA,0.2076896084115963,0
3424-NMNBO,0.2074324711225905,0
0471-ARVMX,0.20728300627691057,0
2155-AMQRX,0.20709024651419172,0
9342-VNIMQ,0.20686577579654145,0
9578-FOMUK,0.20510050924941728,0
7874-ECPQJ,0.20381775014007383,0
8295-FHIVV,0.2023374615409395,0
3325-FUYCG,0.20154352843852047,0
6351-SCJKT,0.20110200684594828,0
2320-SLKMB,0.20095219091694466,0
4450-YOOHP,0.20049952551541012,0
9027-YFHQJ,0.2003737043377737,0
8663-UPDGF,0.20021838954977084,0
6837-HAEVO,0.1989486339241768,0
4360-QRAVE,0.19798564903923282,0
1784-EZDKJ,0.1969602411799819,0
6050-IJRHS,0.19655664579478274,0
0621-HJWXJ,0.19592148760645947,0
3059-NGMXB,0.19386066633129354,0
8929-KSWIH,0.19382299814236056,0
8166-ORCHU,0.19296942068579898,0
0237-YFUTL,0.19188899761114678,0
0956-ACVZC,0.19074491472157845,0
2796-UUZZO,0.19061427877879403,0
3170-GWYKC,0.18981971127721892,0
7175-NTIXE,0.18956904827559712,0
7140-ADSMJ,0.18903266653927744,0
3981-QSVQI,0.1886151683458342,0
5018-HEKFO,0.18823218308269124,0
4860-YZGZM,0.18648638101841866,0
8111-BKVDS,0.18581469743223505,0
4745-LSPLO,0.1847206050467615,0
9753-OYLBX,0.1847206050467615,0
2676-ISHSF,0.18453932809592993,0
8203-XJZRC,0.18449403307387183,0
4786-UKSNZ,0.18444874773669362,0
3030-ZKIWL,0.18431294982751512,0
4877-EVATK,0.18426770322292768,0
1135-LMECX,0.18413202149483526,0
6615-ZGEDR,0.18399642688057266,0
8329-IBCTI,0.18395124803117616,0
9154-QDGTH,0.1834185990645627,0
1015-OWJKI,0.18340985640365126,0
1735-XMJVH,0.18219597507950344,0
4791-QRGMF,0.1807833327800573,0
7716-YTYHG,0.1795780240383259,0
5311-IHLEI,0.1794296948123658,0
5084-OOVCJ,0.17851298601638532,0
2080-SRCDE,0.17757987437757755,0
0883-EIBTI,0.17715258124830377,0
1352-VHKAJ,0.17693003378621966,0
4832-VRBMR,0.1766563437328071,0
2346-DJQTB,0.17661463540987285,0
5701-SVCWR,0.17635776983219842,0
3682-YEUWS,0.17599979982077327,0
5312-IRCFR,0.1758188041106039,0
8439-LTUGF,0.17566520643038577,0
1428-IEDPR,0.17466162639304028,0
1502-XFCVR,0.17440576505302494,0
3807-BPOMJ,0.17294550555480584,0
0247-SLUJI,0.17265082232363943,0
7856-GANIL,0.17263284722988623,0
1448-CYWKC,0.1718226577320506,0
6734-CKRSM,0.1717845497621558,0
9738-QLWTP,0.17119027503037657,0
5334-JLAXU,0.17087254824996517,0
7706-DZNKK,0.17052237360708825,0
2408-TZMJL,0.1700657639954691,0
3128-YOVTD,0.16968816449118743,0
9391-DXGGG,0.16935675682171597,0
5014-WUQMG,0.16927934734966077,0
8070-AAWZP,0.16886720338156036,0
5897-ZYEKH,0.16856821750262488,0
5514-YQENT,0.16827830180485379,0
2410-CIYFZ,0.16725738378600147,0
1110-KYLGQ,0.16634374991531198,0
5616-PRTNT,0.166145157097483,0
3316-UWXUY,0.16608757285322465,0
8920-NAVAY,0.16579793871415466,0
6469-MRVET,0.16519916478235291,0
3635-JBPSG,0.16479112273362623,0
9909-DFRJA,0.16464419476663275,0
5268-DSMNQ,0.16316909165136578,0
2621-UDNLU,0.16200106160848238,0
8706-HRADD,0.16174468177089577,0
7521-YXVZY,0.1608508590111268,0
4472-VESGY,0.16047679727964642,0
8999-XXGNS,0.1604665369541239,0
7446-KQISO,0.16045491183727495,0
3190-XFANI,0.16034517921576413,0
9618-LFJRU,0.16030576812492853,0
